G#,G,F#,F,E,D#,D,C#,C,B,A#,A,Cluster
0.034140738999999996,0.036124452,0.21330131600000002,0.10398830699999999,0.21789517600000002,0.065044895,0.100438505,0.007099603,0.032783462,0.028711631,0.132282314,0.028189601,1.0
0.026902281,0.009758671,0.36489516,0.027693525,0.039166557000000005,0.03257286,0.313596202,0.009494923,0.006066200999999999,0.051958328,0.103521034,0.014374258000000001,2.0
0.019865493999999997,0.001241593,0.436316606,0.01065701,0.07015002599999999,0.014899121000000001,0.24283497199999998,0.001345059,0.0038282459999999996,0.033729953,0.15851008800000002,0.006621831,2.0
0.031733376,0.005900175,0.426566736,0.011321958,0.027108913999999998,0.028703556,0.236325945,0.020251953,0.018497846999999998,0.023122309,0.158507415,0.011959815,2.0
0.02443262,0.0007601260000000001,0.334672603,0.002823325,0.032902595,0.003257683,0.49831686399999997,0.000108589,0.000868715,0.034205668,0.060701488,0.0069497230000000005,0.0
0.034961049,0.014725442,0.286528596,0.017765533,0.147159415,0.047976439,0.156849705,0.009690291,0.054151625,0.090157705,0.138514155,0.0015200460000000002,1.0
0.025832846,0.001168907,0.312215079,0.015780245,0.036820572999999995,0.077849211,0.317942724,0.002571596,0.035885447,0.03308007,0.126475745,0.014377557,2.0
0.100480891,0.07352569,0.44583649700000005,0.074411541,0.046064287999999995,0.03669957,0.08491521099999999,0.005821311,0.012022273,0.055049355,0.051252847000000004,0.013920526,3.0
0.034326425,0.01392487,0.315252591,0.006962435,0.01619171,0.020887306,0.5071243520000001,0.002590674,0.006962435,0.003724093,0.058775907,0.013277202,0.0
0.007520528,0.00015348,0.119868007,0.001918502,0.10191082800000001,0.015808456999999998,0.45422454100000004,0.0006906610000000001,0.002839383,0.006292687,0.288082265,0.0006906610000000001,0.0
0.06833713,0.038253083,0.437828922,0.022150656,0.029691305,0.027727593999999998,0.122614092,0.004712905999999999,0.015002749,0.033618726,0.18875186600000002,0.011310973,3.0
0.023367952999999997,0.017247774,0.37490727,0.08447700300000001,0.034959198999999996,0.07297848700000001,0.16403931800000002,0.010014837,0.044695846,0.07297848700000001,0.08837166199999999,0.011962166000000002,3.0
0.059591313,0.00759602,0.175671338,0.037659142,0.025355729,0.023964909,0.313576549,0.004814379000000001,0.028030384,0.041831604,0.278806034,0.0031026,0.0
0.021678892,0.028198859,0.408964955,0.015647921999999998,0.11931540300000001,0.031458843,0.251344743,0.000488998,0.001140994,0.024775876000000002,0.088834556,0.008149959,2.0
0.029736789,0.015772553999999998,0.6868595540000001,0.012055455,0.015069319,0.036970062000000005,0.08157524599999999,0.004018485,0.011251758,0.021297971000000002,0.061683745,0.023709062000000003,3.0
0.052421035,0.058338195,0.151262605,0.126927244,0.037753146,0.09450787599999999,0.304525377,0.010000833,0.000416701,0.069922494,0.077173098,0.016751396,0.0
0.072061601,0.012058695,0.181897428,0.053029202000000004,0.104750835,0.062182188,0.246404184,0.005230277,0.023972105,0.08600900800000001,0.133517362,0.018887113,1.0
0.026079572999999998,0.011402232,0.23010674399999997,0.016132945,0.035419699,0.015890344,0.330179525,0.012736536000000001,0.017467249,0.07872392,0.215914605,0.009946628,0.0
0.043528174,0.015402276999999999,0.26279537,0.046972161,0.041614847,0.035396537,0.309480532,0.011958288999999999,0.033483211,0.053668803,0.134315508,0.011384291999999999,2.0
0.069363013,0.052966312,0.237006857,0.069263639,0.09172215,0.013713603999999999,0.251316705,0.001888105,0.00705555,0.035873994,0.138229156,0.031600914,1.0
0.07776985,0.013250433,0.16318418099999998,0.051676689000000005,0.105901539,0.09968402800000001,0.258485374,0.01335236,0.036285802,0.028641321,0.140658445,0.011109978999999999,1.0
0.154603756,0.001603298,0.341502519,0.042143839,0.14280806199999999,0.054741182,0.184493816,0.00022904299999999998,0.0,0.018552451,0.058863949000000006,0.000458085,1.0
0.070604754,0.007220941,0.259853575,0.042623608,0.071407081,0.045933206,0.42041921600000004,0.000100291,0.015143917,0.01905526,0.020459332,0.027178819,0.0
0.05614452599999999,0.007356123000000001,0.217654695,0.018606664,0.31469061,0.043920380999999994,0.251406318,0.007356123000000001,0.0030289920000000003,0.024340112999999997,0.054197317,0.001298139,1.0
0.046129582999999995,0.017085031,0.37192798,0.011039558,0.034695755,0.021684847,0.223025365,0.026284663,0.032461559,0.030095939,0.17939282399999998,0.006176895999999999,2.0
0.023891175,0.004686786,0.317558299,0.016918153000000002,0.036694102,0.037151349,0.416780979,0.009373570999999999,0.010973937,0.016346594,0.103909465,0.005715591999999999,2.0
0.033928786,0.002637573,0.399592375,0.003356912,0.016544779,0.017024338,0.37657355200000003,0.0015585660000000002,0.005514926,0.03225033,0.10670183400000001,0.004316029,2.0
0.007828283,0.003282828,0.365277778,0.0049242420000000005,0.07904040400000001,0.011237374,0.34507575799999995,0.00239899,0.004419192,0.02739899,0.146212121,0.00290404,2.0
0.017394782,0.0062981109999999995,0.233230031,0.028691393,0.11606518,0.06667999599999999,0.277316805,0.021993402000000002,0.022293312000000003,0.021793462000000003,0.18294511600000002,0.00529841,1.0
0.034988713,0.004514673,0.376834086,0.010722348,0.130079007,0.047827314,0.188910835,0.008747178000000001,0.030615124,0.02525395,0.13261851,0.008888262,2.0
0.033673551,0.010608373999999999,0.489271076,0.024190307999999997,0.066784537,0.03439685,0.196415655,0.004420156,0.008599212,0.021297115,0.10568191,0.004661255,3.0
0.108122867,0.00996587,0.176928328,0.053924915,0.042457338,0.039180887000000005,0.34744027299999997,0.007098976,0.027167235,0.056245734000000006,0.125870307,0.00559727,0.0
0.014084507,0.013212015,0.296647139,0.015580206999999999,0.107441107,0.027545806000000003,0.265486726,0.004362458,0.00523495,0.052100212,0.19805559,0.000249283,1.0
0.049166362000000005,0.021905805,0.216745771,0.007667032,0.05951077,0.032128514,0.34282584899999996,0.0063283440000000005,0.02701716,0.048071072,0.17670682699999998,0.011926494,0.0
0.050342537,0.01951422,0.31741748,0.031347312,0.045567780999999995,0.040377829,0.224205937,0.032696698999999996,0.031347312,0.017749637,0.171164625,0.018268632,1.0
0.029068617999999997,0.02115879,0.305418232,0.033715642000000004,0.073956891,0.029562982,0.24658888699999998,0.0005932369999999999,0.002274076,0.015918529,0.22750642699999998,0.01423769,1.0
0.041175756,0.018462286,0.11806146,0.07457791799999999,0.234300984,0.128628689,0.11854731,0.011053078999999999,0.041783068,0.098748937,0.09996356099999999,0.014696951000000001,1.0
0.099141706,0.191539674,0.12261341699999999,0.019530566,0.146785777,0.128656507,0.078209844,0.019705728,0.029076896,0.004992118,0.156507269,0.003240497,1.0
0.016761905,0.016761905,0.261714286,0.024126984,0.059936508,0.029333333,0.440253968,0.008380951999999999,0.024761905,0.042285714,0.063365079,0.01231746,0.0
0.030715252999999998,0.013049366000000001,0.149390619,0.049858427000000004,0.161516681,0.040994706,0.38600270799999997,0.0018466079999999998,0.011510526,0.052566786,0.09626985099999999,0.006278469,0.0
0.021597674,0.001384466,0.25128063100000003,0.008860584,0.042918455,0.007337671,0.287553648,0.005814758000000001,0.017305829,0.068531081,0.285476949,0.0019382529999999998,1.0
0.026902281,0.009758671,0.36489516,0.027693525,0.039166557000000005,0.03257286,0.313596202,0.009494923,0.006066200999999999,0.051958328,0.103521034,0.014374258000000001,2.0
0.0038006140000000003,0.002923549,0.10641719,0.040491156,0.301125566,0.008478293000000001,0.32685279899999997,0.00175413,0.00862447,0.003362082,0.18623008300000002,0.009940067,0.0
0.032517355,0.00170503,0.166605773,0.044817927,0.12056996699999999,0.014005601999999999,0.092071611,0.007672634,0.023261478999999998,0.126172208,0.366216052,0.004384362,1.0
0.025666834,0.0022143939999999997,0.272571716,0.027478611,0.17131353800000002,0.008958228,0.243281329,0.00020130900000000002,0.017916457,0.027075994,0.203019628,0.000301963,1.0
0.10240963900000001,0.018853191000000002,0.28759482399999997,0.086903168,0.101963409,0.028558679,0.18418116899999998,0.010040161,0.042280232,0.028558679,0.06905399400000001,0.039602856,1.0
0.060423634000000004,0.031103679,0.284057971,0.088405797,0.047714604,0.023968785,0.268896321,0.000780379,0.018506131999999998,0.024972129,0.08517279800000001,0.06599777,2.0
0.036018634,0.000454494,0.335302806,0.008180889,0.044654017000000004,0.022951937000000002,0.378706965,0.002613339,0.004999432,0.013862061,0.128621748,0.023633677999999998,2.0
0.036346692,0.021202237000000002,0.36008853700000004,0.022716682000000002,0.054054054000000004,0.02027027,0.210740913,0.005708295,0.010018639000000001,0.049394222,0.194664492,0.014794967,2.0
0.055635919000000006,0.017135863,0.27617670000000005,0.025703794,0.036274619,0.019138756,0.264381885,0.0022254370000000002,0.009235562,0.029820852000000002,0.241571158,0.022699455,1.0
0.04675,0.0005,0.33275,0.019375,0.11575,0.023,0.26425,0.000875,0.004125,0.0745,0.116125,0.002,2.0
0.07717327,0.037256062,0.24226296100000003,0.034003548,0.057066824,0.044648137000000004,0.254583087,0.026512911,0.045140942,0.034102109,0.129607727,0.017642421000000002,1.0
0.071204735,0.074425487,0.14737117,0.073642061,0.072162256,0.139449861,0.043871865999999995,0.021326602000000004,0.083391365,0.12099582199999999,0.10558844,0.046570334000000005,1.0
0.048623377,0.017350649,0.25683116899999997,0.032311688,0.032207792,0.01838961,0.252883117,0.02587013,0.005194805,0.027324675,0.27511688300000003,0.007896104000000001,1.0
0.082872928,0.005985267,0.410036832,0.033333333,0.070810313,0.033241252,0.22044198899999998,0.001841621,0.013259668999999998,0.030018416000000003,0.08250460400000001,0.015653775,3.0
0.037790698,0.017598994,0.154698303,0.017127593,0.086030798,0.017520426999999998,0.337680704,0.029619736,0.002514142,0.000549969,0.29824010100000004,0.000628536,0.0
0.12794882,0.034786086,0.16273490599999998,0.023990404,0.14894042400000002,0.074170332,0.076369452,0.013194721999999999,0.078368653,0.057776889000000005,0.198520592,0.003198721,1.0
0.030295772999999998,0.013770806000000002,0.31050173600000003,0.043228355999999996,0.03628308,0.022751766,0.34989821600000004,0.00371213,0.008501976,0.068494791,0.105496348,0.007065022,2.0
0.039825046,0.00621547,0.269912523,0.052255985,0.123733886,0.049723757,0.24355432800000001,0.004028545,0.019106814,0.033839779,0.144221915,0.013581952,1.0
0.02496038,0.0043581620000000005,0.29477020600000003,0.012150026000000001,0.012414157,0.015187533000000001,0.517168516,0.000132066,0.005546751,0.007263603,0.08835182300000001,0.017696778,0.0
0.064804469,0.013915693,0.27313357,0.015744033,0.042762824000000005,0.043067547000000005,0.38689690200000004,0.010360589,0.035144744,0.02559675,0.078821737,0.009751143,0.0
0.089052528,0.005400098000000001,0.20628375100000002,0.05203731,0.207069219,0.02287678,0.24634266100000002,0.004418262,0.011389298,0.026509572999999998,0.114482081,0.014138439,1.0
0.068290275,0.002139213,0.22149086699999998,0.009215073,0.103011354,0.006911305,0.36991936799999997,0.002303768,0.009708738,0.012341616000000001,0.18446601899999998,0.010202403,0.0
0.017597638999999998,0.014532243,0.237624886,0.079700272,0.033038147000000004,0.048932788,0.38737511399999996,0.000908265,0.014986376000000001,0.013056311999999999,0.150317893,0.001930064,0.0
0.031437725,0.018922707,0.112134561,0.030036043,0.059471366,0.012615138,0.53494193,0.0019022829999999998,0.008710453,0.005406488,0.159090909,0.025330396,0.0
0.017911403,8e-05,0.220054374,0.026067488,0.127538781,0.001519271,0.197345274,0.0021589639999999998,0.005117544,0.205421398,0.19646569600000002,0.000319846,1.0
0.059550452000000004,0.019752846,0.5890824170000001,0.014498394,0.048457720999999995,0.067724044,0.025201907000000003,0.018195972,0.024618078999999998,0.051182252000000004,0.07307580000000001,0.008660115,3.0
0.025771588999999998,0.004156708,0.267899823,0.012470123999999999,0.048633482,0.08978489,0.471890263,0.001766601,0.021926634,0.013613218,0.022965811000000003,0.019120856000000002,0.0
0.013891927,0.002515861,0.19984686100000001,0.026361846,0.052942462999999995,0.001640779,0.480529425,0.001750164,0.017939181999999998,0.009188360999999999,0.191752352,0.001640779,0.0
0.037790698,0.017598994,0.154698303,0.017127593,0.086030798,0.017520426999999998,0.337680704,0.029619736,0.002514142,0.000549969,0.29824010100000004,0.000628536,0.0
0.031079036,0.002095216,0.348155046,0.007216855,0.043068327,0.010592481,0.332673728,0.0024444189999999998,0.000465604,0.004423234,0.216389245,0.001396811,2.0
0.046637013,0.017926944,0.312036663,0.030327537,0.036393045,0.042997709,0.289122523,0.014557218,0.016983421000000002,0.040571506,0.137080469,0.015365951999999999,2.0
0.008292417,0.012765957,0.166066558,0.020512821,0.11434806300000001,0.026623022000000003,0.33638843399999996,0.001200218,0.036333879,0.11947626800000001,0.138897981,0.019094381,0.0
0.08499841400000001,0.050216725,0.258801142,0.048419495,0.092398774,0.047996617000000005,0.139549635,0.016809388,0.03827043,0.048630934,0.14441272900000002,0.029495717999999997,1.0
0.06694048799999999,0.013108451,0.21541553800000002,0.035654986,0.092283492,0.030411605,0.375688194,0.004806432,0.016079699,0.024032158999999997,0.083806694,0.041772263,0.0
0.048017495,0.013311781000000002,0.212322906,0.043358372,0.11039269800000001,0.017590568,0.232861082,0.002091851,0.027003898,0.075211562,0.204050585,0.013787202,1.0
0.06534578,0.009906649,0.275481044,0.070775386,0.071632692,0.020575348,0.17679558,0.038769289,0.025623927999999997,0.060678224,0.17174699899999998,0.01266908,1.0
0.063033911,0.008930883,0.370308051,0.004918457,0.034040901,0.018120632,0.284364484,0.000776598,0.005436189,0.008283717,0.19777375100000003,0.0040124259999999995,2.0
0.065366307,0.02182747,0.41007778899999997,0.02670382,0.031231859,0.018692674,0.20585162,0.01857657,0.011378148999999999,0.02832927,0.140253106,0.021711367000000002,3.0
0.011781100000000001,0.000253357,0.147327084,0.003166962,0.02014188,0.001140106,0.565872815,0.00164682,0.001900177,0.01760831,0.226374462,0.0027869270000000002,0.0
0.041564492,0.014467876000000001,0.144556155,0.02231486,0.070255027,0.04193232,0.43293281,0.001716528,0.010912212,0.049288867,0.16956841600000003,0.000490436,0.0
0.010957096000000001,0.009108910999999999,0.752607261,0.029306931,0.015577558,0.008712871,0.089108911,0.011221122,0.03009901,0.021518152000000002,0.01650165,0.0052805280000000005,3.0
0.025836695,0.013953995,0.163087321,0.02965224,0.19328464,0.01384498,0.322904175,0.003052436,0.014717105,0.0049057020000000005,0.194047749,0.020712961999999998,0.0
0.060113396,0.029783455,0.37707493700000005,0.02725596,0.022815766,0.014618485,0.273994125,0.007514174,0.006694446,0.074731881,0.067012774,0.038390600000000004,2.0
0.08488121,0.005183585,0.363174946,0.007451404,0.054859610999999996,0.033261339,0.17537797,0.003239741,0.006803455999999999,0.025593952000000003,0.204967603,0.035205184,1.0
0.024665107000000002,0.012651498999999998,0.118647672,0.030087178,0.12630236,0.025196682999999997,0.32925792,0.0025515629999999997,0.028598767,0.048160747999999996,0.243355305,0.010525197,0.0
0.032786885,0.005337399999999999,0.7274113609999999,0.008577964,0.022493327999999996,0.035074342,0.05432710599999999,0.0017155929999999998,0.008959207,0.015630957,0.066336256,0.021349599999999996,3.0
0.029722721,0.013165768999999999,0.22551366399999997,0.05036904,0.131158987,0.033812089,0.345102733,0.009275883,0.017255137,0.009974067,0.104927189,0.029722721,0.0
0.025409587,0.012894417,0.10634101900000001,0.040958738,0.030415655,0.016838592,0.300743325,0.011301578,0.021389562999999997,0.061893204,0.353913835,0.017900485,0.0
0.045562599,0.034865293,0.19096671899999998,0.043977813,0.068442948,0.016541204,0.39896988899999997,0.017630745,0.023969888999999998,0.05566561,0.09340332800000001,0.010003962,0.0
0.020862729,0.001914937,0.25750856699999997,0.041927031000000003,0.096956259,0.033662568,0.262951018,0.003527515,0.019149365,0.080124975,0.173049788,0.008365249,1.0
0.010741688000000001,0.011867008,0.623734015,0.024245523999999997,0.135242967,0.009616368,0.091969309,0.003785166,0.017289003,0.016061381,0.048797954000000004,0.006649616,3.0
0.044263872999999995,0.007377312,0.204105635,0.05356570099999999,0.046402224000000006,0.11172885699999999,0.206350903,0.006201219,0.03560355,0.098043409,0.17406179800000002,0.01229552,1.0
0.060885996,0.0008398069999999999,0.26926306899999997,0.01774092,0.054167541,0.00734831,0.324585345,0.0027293720000000003,0.00860802,0.005773672,0.247323116,0.000734831,0.0
0.022537467000000002,0.008694657,0.26724631,0.005605766,0.062693056,0.010410708000000001,0.472600389,0.001144034,0.008008237,0.011783548999999999,0.102276627,0.026999198999999998,0.0
0.062952581,0.011796309,0.185120299,0.018687223,0.109787433,0.061901425,0.17577668800000001,0.008058865,0.040294324,0.110955384,0.19668301800000002,0.017986452,1.0
